province,province_id,province_uri,health_area,health_area_id,center_id,center,address,phone_number,entity_id,entity,entity_uri,city,city_id,city_uri,latitude,longitude
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Arnau-Lliria,h_arnau-lliria,clinica_diaverum_burjassot,CLÍNICA DIAVERUM BURJASSOT,"C/ Sèquia de Montcada, s/n",963160586,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Burjassot,burjassot,https://www.wikidata.org/wiki/Q55688,39.503047550000076,-0.40671514699994304
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Arnau-Lliria,h_arnau-lliria,clinica_diaverum_paterna,CLÍNICA DIAVERUM PATERNA,"C/ Vicente Cardona, 22",960905150,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Paterna,paterna,https://www.wikidata.org/wiki/Q23042,39.49954001200007,-0.44215997699996
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Arnau-Lliria,h_arnau-lliria,clinica_diaverum_lliria,CLÍNICA DIAVERUM LLÍRIA,"C/ Ausias March, 20",960905162,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Llíria,lliria,https://www.wikidata.org/wiki/Q23067,39.63063000200003,-0.600239988999931
Castellón,castellon,https://www.wikidata.org/wiki/Q54942,H La Plana,h_la_plana,bbraun_vila_real,BBraun VILA-REAL,Avda. Italia,964917120,bbraun,B. Braun,https://www.wikidata.org/wiki/Q644835,Vila-real,vila_real,https://www.wikidata.org/wiki/Q12292,39.93642596500007,-0.10961125599993601
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Alicante,alicante,clinica_vistahermosa_grupo_hla,CLÍNICA VISTAHERMOSA GRUPO HLA,"Avda. Denia, 103",965268000,clinica_vistahermosa_grupo_hla,Clínica Vistahermosa Grupo Hla,https://www.wikidata.org/wiki/Q87761418,Alicante,alicante,https://www.wikidata.org/wiki/Q11959,38.36285998000005,-0.46312998999997
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Alicante,alicante,clinica_diaverum_alicante,CLÍNICA DIAVERUM ALICANTE,"C/ Proción, 3",627427220,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Alicante,alicante,https://www.wikidata.org/wiki/Q11959,38.34516355000005,-0.507742138999958
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche,dpto_salud_elche,h_general_elche,H GENERAL ELCHE,"C/ Almazara, 11",966616928,generalitat_valenciana,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,Elche,elche,https://www.wikidata.org/wiki/Q10509,38.25972733100008,-0.6885269479999461
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Torrevieja,dpto_salud_torrevieja,h_universitario_torrevieja,H UNIVERSITARIO TORREVIEJA,"Carretera CV 95, s/n",965721349,torrevieja_salud_ute_ley_18_82,TORREVIEJA SALUD UTE LEY 18/82,,Torrevieja,torrevieja,https://www.wikidata.org/wiki/Q221749,37.96197587800003,-0.713539686999979
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Dr. Peset,h_dr_peset,clinica_diaverum_alfafar,CLÍNICA DIAVERUM ALFAFAR,"C/ Profesora Ana Rojo, 1",961801811,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Alfafar,alfafar,https://www.wikidata.org/wiki/Q1648851,39.41751001400007,-0.38313997899996305
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. La Fe,h_la_fe,clinica_diaverum_gamapal,CLÍNICA DIAVERUM GAMAPAL,"C/. Reina Violante, s/n (Esq. Padre Barranco, 42)",960905123,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Valencia,valencia,https://www.wikidata.org/wiki/Q8818,39.48764005700008,-0.40356994599994706
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Sagunto,h_sagunto,clinica_diaverum_puerto_sagunto,CLÍNICA DIAVERUM PUERTO SAGUNTO,"C/ Urani, 27",961801690,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Port de Sagunt,puerto_sagunto,https://www.wikidata.org/wiki/Q47497,39.668620014000055,-0.217539975999955
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Clínico,h_clinico,bbraun_valnefron,Bbraun VALNEFRON,"C/ Serpis, 8",963613908,bbraun,B. Braun,https://www.wikidata.org/wiki/Q644835,Valencia,valencia,https://www.wikidata.org/wiki/Q8818,39.476070013000026,-0.34932997999993604
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Clínico,h_clinico,bbraun_massamagrell,BBraun MASSAMAGRELL,"C/ San Miguel, 6",964917230,bbraun,B. Braun,https://www.wikidata.org/wiki/Q644835,Masamagrell,massamagrell,https://www.wikidata.org/wiki/Q1313044,39.567399984000076,-0.33342003799992803
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. General,h_general,clinica_diaverum_xirivella,CLÍNICA DIAVERUM XIRIVELLA,"C/ Dels Corretgers, 68",,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Xirivella,xirivella,https://www.wikidata.org/wiki/Q13725,39.45415166400005,-0.43512652399994
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. General,h_general,clinica_diaverum_valencia,CLÍNICA DIAVERUM VALENCIA,"C/ Alcàsser, 54",,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Valencia,valencia,https://www.wikidata.org/wiki/Q8818,39.47184000100003,-0.41070001199994904
Castellón,castellon,https://www.wikidata.org/wiki/Q54942,H. Vinaròs,h_vinaros,clinica_diaverum_vinaros,CLÍNICA DIAVERUM VINARÒS,"C/ San Blas, 47 - C/ Ruiz Picasso, 35",964401144,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Vinaròs,vinaros,https://www.wikidata.org/wiki/Q917888,40.46628001600004,0.46827002500003806
Castellón,castellon,https://www.wikidata.org/wiki/Q54942,HGUCS,hgucs,clinica_diaverum_oropesa,CLÍNICA DIAVERUM OROPESA,"C/ José Ribera Forner, 94-96",964313387,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Oropesa del Mar,oropesa,,40.099539985000035,0.134770023000044
Castellón,castellon,https://www.wikidata.org/wiki/Q54942,HGUCS,hgucs,h_general,H. GENERAL,"Avda. Benicàssim, s/n",964725223,seguridad_social,Social Security in Spain,https://www.wikidata.org/wiki/Q2878592,Castelló de la Plana,castello,https://www.wikidata.org/wiki/Q15092,39.99798212300004,-0.038761793999924
Castellón,castellon,https://www.wikidata.org/wiki/Q54942,HGUCS,hgucs,clinica_diaverum_castello,CLÍNICA DIAVERUM CASTELLÓ,"C/ Puig, 10",964233773,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Castelló de la Plana,castello,https://www.wikidata.org/wiki/Q15092,39.992099996000036,-0.03252002399995
Castellón,castellon,https://www.wikidata.org/wiki/Q54942,H La Plana,h_la_plana,bbraun_vall_d_uixo,BBraun VALL D'UIXÒ,"Avda. Corazon de Jesus, 157",964663333,bbraun,B. Braun,https://www.wikidata.org/wiki/Q644835,La Vall d'Uixó,la_vall_d_uixo,https://www.wikidata.org/wiki/Q1637512,39.822809154000026,-0.22122234399995402
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Denia,dpto_salud_denia,h_marina_salud_denia,H MARINA SALUD DENIA,"Avda. Marina Alta, s/n",966429000,generalitat_valenciana,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,Dénia,denia,https://www.wikidata.org/wiki/Q646725,38.807360121000045,0.051997731000028004
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Alcoi,dpto_salud_alcoi,h_virgen_de_los_lirios,H VIRGEN DE LOS LÍRIOS,C/ Caramanxel. s/n,965537454,generalitat_valenciana,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,Alicante,alicante,https://www.wikidata.org/wiki/Q11959,38.70549626300004,-0.471557185999927
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud San Juan,dpto_salud_san_juan,nefrosol_salud,NEFROSOL SALUD,"Avda. La Goleta, 17",626429193,rivera_salud,RIVERA SALUD,,Alicante,alicante,https://www.wikidata.org/wiki/Q11959,38.362780017000034,-0.42308997399993503
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Marina Baixa,dpto_salud_marina_baixa,h_clinica_benidorm,H CLÍNICA BENIDORM,"Avda. Alfonso Puchades, 8",965853850,centro_medico_salus_baleares,CENTRO MÉDICO SALUS BALEARES,,Benidorm,benidorm,https://www.wikidata.org/wiki/Q487981,38.54268542800003,-0.12703859599997702
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche,dpto_salud_elche,clinica_diaverum_elche,CLÍNICA DIAVERUM ELCHE,"Avda. De Jubalcoi, 36",966901336,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Elche,elche,https://www.wikidata.org/wiki/Q10509,38.27868201100006,-0.675735929999973
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche,dpto_salud_elche,casas_reposo_y_sanatorio_ppto_socorro,CASAS REPOSO Y SANATORIO PPTO. SOCORRO,"C/ Vicent Andrés Estellés, 3",965201100,casa_de_reposo_y_sanatorio_ppto_socorro_sa,CASA DE REPOSO Y SANATORIO PPTO. SOCORRO SA,,Elche,elche,https://www.wikidata.org/wiki/Q10509,38.271208014000024,-0.6801271089999541
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elda,dpto_salud_elda,h_general_universitario_elda,H GENERAL UNIVERSITARIO ELDA,"Crtra. Sax – La Torreta, s/n",966989071,generalitat_valenciana,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,Elda,elda,https://www.wikidata.org/wiki/Q608985,38.493563460000075,-0.7995384869999491
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Dr. Peset,h_dr_peset,clinica_diaverum_nefroclub,CLÍNICA DIAVERUM NEFROCLUB,"C/ Primero de Mayo, 16 bajo.",963570012,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Valencia,valencia,https://www.wikidata.org/wiki/Q8818,39.449020019000045,-0.38753000099995905
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. La Fe,h_la_fe,clinica_diaverum_catarroja,CLÍNICA DIAVERUM CATARROJA,"C/ Luis Vives, 20",960905207,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Catarroja,catarroja,https://www.wikidata.org/wiki/Q1771131,39.401840004000064,-0.39917003399995105
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Gandía,h_gandia,clinica_diaverum_gandia,CLÍNICA DIAVERUM GANDÍA,"C/ Jaume II, 51-55",960901184,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Gandia,gandia,https://www.wikidata.org/wiki/Q33532,38.97523000800004,-0.181829966999941
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. Requena,h_requena,requena,REQUENA,"C/ Casablanca, s/n",962304352,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Requena,requena,https://www.wikidata.org/wiki/Q302099,39.485803658000066,-1.091087921999928
Valencia Province,valencia,https://www.wikidata.org/wiki/Q54939,H. General,h_general,clinica_diaverum_torrent,CLÍNICA DIAVERUM TORRENT,"C/ Músic José Ortí Soriano, 25",,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Torrent,torrent,https://www.wikidata.org/wiki/Q161945,39.439770002000046,-0.45715000499995906
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,H General,h_general,h_general,H. GENERAL,C/ Pintor Baeza s/n,965938493/95,generalitat_valenciana,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,Alicante,alicante,https://www.wikidata.org/wiki/Q11959,38.35959468800007,-0.485540446999948
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Alicante,alicante,vithas_h_perpetuo_internacional,VITHAS H PERPETUO INTERNACIONAL,"Plaza Doctor Gómez Ulla, 15",965201100,vithas_alicante_sl,"VITHAS ALICANTE, SL",,Alicante,alicante,https://www.wikidata.org/wiki/Q11959,38.35289000000006,-0.47648998899995804
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche – Crevillente,dpto_salud_elche___crevillente,h_universitario_vinalopo,H UNIVERSITARIO VINALOPÓ,"C/ Tonico Sansano Mora, 14",966679800,elche_crevillente_salud,ELCHE CREVILLENTE SALUD,,Elche,elche,https://www.wikidata.org/wiki/Q10509,38.25508728800003,-0.714308237999944
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Alicante,dpto_salud_alicante,h_general_alicante,H. GENERAL ALICANTE,"Avda. Sevilla, 5",965357657,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,San Vicente del Raspeig,sant_vicent_del_raspeig,https://www.wikidata.org/wiki/Q491667,38.39190000600007,-0.514100007999957
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Marina Baixa,dpto_salud_marina_baixa,h_marina_baixa_villajoyosa,H MARINA BAIXA VILLAJOYOSA,"Avda. Alcalde En Jaume Botella Mayor, 7",966859800,generalitat_valenciana,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,La Vila Joiosa,villajoyosa,https://www.wikidata.org/wiki/Q935589,38.52411170500005,-0.19795644299995202
Alicante Province,alicante,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Orihuela,dpto_salud_orihuela,clinica_diaverum_orihuela,CLÍNICA DIAVERUM ORIHUELA,"C/ Temístocles Almagro, 26-30",966901510,diaverum,Diaverum,https://www.wikidata.org/wiki/Q18588976,Orihuela,orihuela,https://www.wikidata.org/wiki/Q487786,38.08113445300006,-0.939842712999961
