province,Province URI,health_area,center,address,phone_number,entity,Entity URI,is_company,city,City URI,latitude,longitude
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Arnau-Lliria,CLÍNICA DIAVERUM BURJASSOT,"C/ Sèquia de Montcada, s/n",963160586,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Burjassot,https://www.wikidata.org/wiki/Q55688,39.503047550000076,-0.40671514699994304
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Arnau-Lliria,CLÍNICA DIAVERUM PATERNA,"C/ Vicente Cardona, 22",960905150,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Paterna,https://www.wikidata.org/wiki/Q23042,39.49954001200007,-0.44215997699996
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Arnau-Lliria,CLÍNICA DIAVERUM LLÍRIA,"C/ Ausias March, 20",960905162,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Llíria,https://www.wikidata.org/wiki/Q23067,39.63063000200003,-0.600239988999931
Castellón,https://www.wikidata.org/wiki/Q54942,H La Plana,BBraun VILA-REAL,Avda. Italia,964917120,B. Braun,https://www.wikidata.org/wiki/Q644835,1,Vila-real,https://www.wikidata.org/wiki/Q12292,39.93642596500007,-0.10961125599993601
Alicante Province,https://www.wikidata.org/wiki/Q54936,Alicante,CLÍNICA VISTAHERMOSA GRUPO HLA,"Avda. Denia, 103",965268000,Clínica Vistahermosa Grupo Hla,https://www.wikidata.org/wiki/Q87761418,1,Alicante,https://www.wikidata.org/wiki/Q11959,38.36285998000005,-0.46312998999997
Alicante Province,https://www.wikidata.org/wiki/Q54936,Alicante,CLÍNICA DIAVERUM ALICANTE,"C/ Proción, 3",627427220,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Alicante,https://www.wikidata.org/wiki/Q11959,38.34516355000005,-0.507742138999958
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche,H GENERAL ELCHE,"C/ Almazara, 11",966616928,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,0,Elche,https://www.wikidata.org/wiki/Q10509,38.25972733100008,-0.6885269479999461
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Torrevieja,H UNIVERSITARIO TORREVIEJA,"Carretera CV 95, s/n",965721349,TORREVIEJA SALUD UTE LEY 18/82,,1,Torrevieja,https://www.wikidata.org/wiki/Q221749,37.96197587800003,-0.713539686999979
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Dr. Peset,CLÍNICA DIAVERUM ALFAFAR,"C/ Profesora Ana Rojo, 1",961801811,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Alfafar,https://www.wikidata.org/wiki/Q1648851,39.41751001400007,-0.38313997899996305
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. La Fe,CLÍNICA DIAVERUM GAMAPAL,"C/. Reina Violante, s/n (Esq. Padre Barranco, 42)",960905123,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Valencia,https://www.wikidata.org/wiki/Q8818,39.48764005700008,-0.40356994599994706
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Sagunto,CLÍNICA DIAVERUM PUERTO SAGUNTO,"C/ Urani, 27",961801690,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Port de Sagunt,https://www.wikidata.org/wiki/Q47497,39.668620014000055,-0.217539975999955
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Clínico,Bbraun VALNEFRON,"C/ Serpis, 8",963613908,B. Braun,https://www.wikidata.org/wiki/Q644835,1,Valencia,https://www.wikidata.org/wiki/Q8818,39.476070013000026,-0.34932997999993604
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Clínico,BBraun MASSAMAGRELL,"C/ San Miguel, 6",964917230,B. Braun,https://www.wikidata.org/wiki/Q644835,1,Masamagrell,https://www.wikidata.org/wiki/Q1313044,39.567399984000076,-0.33342003799992803
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. General,CLÍNICA DIAVERUM XIRIVELLA,"C/ Dels Corretgers, 68",,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Xirivella,https://www.wikidata.org/wiki/Q13725,39.45415166400005,-0.43512652399994
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. General,CLÍNICA DIAVERUM VALENCIA,"C/ Alcàsser, 54",,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Valencia,https://www.wikidata.org/wiki/Q8818,39.47184000100003,-0.41070001199994904
Castellón,https://www.wikidata.org/wiki/Q54942,H. Vinaròs,CLÍNICA DIAVERUM VINARÒS,"C/ San Blas, 47 - C/ Ruiz Picasso, 35",964401144,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Vinaròs,https://www.wikidata.org/wiki/Q917888,40.46628001600004,0.46827002500003806
Castellón,https://www.wikidata.org/wiki/Q54942,HGUCS,CLÍNICA DIAVERUM OROPESA,"C/ José Ribera Forner, 94-96",964313387,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Oropesa del Mar,https://www.wikidata.org/wiki/Q1596349,40.099539985000035,0.134770023000044
Castellón,https://www.wikidata.org/wiki/Q54942,HGUCS,H. GENERAL,"Avda. Benicàssim, s/n",964725223,Social Security in Spain,https://www.wikidata.org/wiki/Q2878592,0,Castelló de la Plana,https://www.wikidata.org/wiki/Q15092,39.99798212300004,-0.038761793999924
Castellón,https://www.wikidata.org/wiki/Q54942,HGUCS,CLÍNICA DIAVERUM CASTELLÓ,"C/ Puig, 10",964233773,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Castelló de la Plana,https://www.wikidata.org/wiki/Q15092,39.992099996000036,-0.03252002399995
Castellón,https://www.wikidata.org/wiki/Q54942,H La Plana,BBraun VALL D'UIXÒ,"Avda. Corazon de Jesus, 157",964663333,B. Braun,https://www.wikidata.org/wiki/Q644835,1,La Vall d'Uixó,https://www.wikidata.org/wiki/Q1637512,39.822809154000026,-0.22122234399995402
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Denia,H MARINA SALUD DENIA,"Avda. Marina Alta, s/n",966429000,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,0,Dénia,https://www.wikidata.org/wiki/Q646725,38.807360121000045,0.051997731000028004
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Alcoi,H VIRGEN DE LOS LÍRIOS,C/ Caramanxel. s/n,965537454,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,0,Alicante,https://www.wikidata.org/wiki/Q11959,38.70549626300004,-0.471557185999927
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud San Juan,NEFROSOL SALUD,"Avda. La Goleta, 17",626429193,RIVERA SALUD,,1,Alicante,https://www.wikidata.org/wiki/Q11959,38.362780017000034,-0.42308997399993503
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Marina Baixa,H CLÍNICA BENIDORM,"Avda. Alfonso Puchades, 8",965853850,CENTRO MÉDICO SALUS BALEARES,,1,Benidorm,https://www.wikidata.org/wiki/Q487981,38.54268542800003,-0.12703859599997702
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche,CLÍNICA DIAVERUM ELCHE,"Avda. De Jubalcoi, 36",966901336,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Elche,https://www.wikidata.org/wiki/Q10509,38.27868201100006,-0.675735929999973
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche,CASAS REPOSO Y SANATORIO PPTO. SOCORRO,"C/ Vicent Andrés Estellés, 3",965201100,CASA DE REPOSO Y SANATORIO PPTO. SOCORRO SA,,1,Elche,https://www.wikidata.org/wiki/Q10509,38.271208014000024,-0.6801271089999541
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elda,H GENERAL UNIVERSITARIO ELDA,"Crtra. Sax – La Torreta, s/n",966989071,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,0,Elda,https://www.wikidata.org/wiki/Q608985,38.493563460000075,-0.7995384869999491
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Dr. Peset,CLÍNICA DIAVERUM NEFROCLUB,"C/ Primero de Mayo, 16 bajo.",963570012,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Valencia,https://www.wikidata.org/wiki/Q8818,39.449020019000045,-0.38753000099995905
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. La Fe,CLÍNICA DIAVERUM CATARROJA,"C/ Luis Vives, 20",960905207,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Catarroja,https://www.wikidata.org/wiki/Q1771131,39.401840004000064,-0.39917003399995105
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Gandía,CLÍNICA DIAVERUM GANDÍA,"C/ Jaume II, 51-55",960901184,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Gandia,https://www.wikidata.org/wiki/Q33532,38.97523000800004,-0.181829966999941
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. Requena,REQUENA,"C/ Casablanca, s/n",962304352,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Requena,https://www.wikidata.org/wiki/Q302099,39.485803658000066,-1.091087921999928
Valencia Province,https://www.wikidata.org/wiki/Q54939,H. General,CLÍNICA DIAVERUM TORRENT,"C/ Músic José Ortí Soriano, 25",,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Torrent,https://www.wikidata.org/wiki/Q161945,39.439770002000046,-0.45715000499995906
Alicante Province,https://www.wikidata.org/wiki/Q54936,H General,H. GENERAL,C/ Pintor Baeza s/n,965938493/95,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,0,Alicante,https://www.wikidata.org/wiki/Q11959,38.35959468800007,-0.485540446999948
Alicante Province,https://www.wikidata.org/wiki/Q54936,Alicante,VITHAS H PERPETUO INTERNACIONAL,"Plaza Doctor Gómez Ulla, 15",965201100,"VITHAS ALICANTE, SL",,1,Alicante,https://www.wikidata.org/wiki/Q11959,38.35289000000006,-0.47648998899995804
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Elche – Crevillente,H UNIVERSITARIO VINALOPÓ,"C/ Tonico Sansano Mora, 14",966679800,ELCHE CREVILLENTE SALUD,,1,Elche,https://www.wikidata.org/wiki/Q10509,38.25508728800003,-0.714308237999944
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Alicante,H. GENERAL ALICANTE,"Avda. Sevilla, 5",965357657,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,San Vicente del Raspeig,https://www.wikidata.org/wiki/Q491667,38.39190000600007,-0.514100007999957
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Marina Baixa,H MARINA BAIXA VILLAJOYOSA,"Avda. Alcalde En Jaume Botella Mayor, 7",966859800,Generalitat Valenciana,https://www.wikidata.org/wiki/Q2477285,0,La Vila Joiosa,https://www.wikidata.org/wiki/Q935589,38.52411170500005,-0.19795644299995202
Alicante Province,https://www.wikidata.org/wiki/Q54936,Dpto. Salud Orihuela,CLÍNICA DIAVERUM ORIHUELA,"C/ Temístocles Almagro, 26-30",966901510,Diaverum,https://www.wikidata.org/wiki/Q18588976,1,Orihuela,https://www.wikidata.org/wiki/Q487786,38.08113445300006,-0.939842712999961
